,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
651,651,651,3.0,Cattenom,2009-03-06,2009-05-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-du-reacteur-n-3-de-la-centrale-nucleaire-de-cattenom-moselle,Cattenom_3,,56.0
652,652,652,1.0,Penly,2009-03-07,2009-04-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-du-reacteur-n-1-de-la-centrale-nucleaire-de-penly,Penly_1,,51.0
653,653,653,2.0,Dampierre-en-Burly,2009-02-19,2009-03-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de-la,Dampierre-en-Burly_2,,31.0
654,654,654,6.0,Gravelines,2008-09-27,2009-01-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-6-de,Gravelines_6,,100.0
655,655,655,2.0,Tricastin,2008-08-29,2009-01-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-277,Tricastin_2,,131.0
656,656,656,1.0,Belleville-sur-Loire,2008-09-05,2008-12-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-198,Belleville-sur-Loire_1,,104.0
657,657,657,2.0,Chinon,2008-08-22,2008-12-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-218,Chinon_2,,119.0
658,658,658,2.0,Flamanville,2008-07-25,2008-12-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-22,Flamanville_2,,142.0
659,659,659,2.0,Golfech,2008-09-12,2008-11-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-250,Golfech_2,,67.0
660,660,660,4.0,Paluel,2008-08-29,2008-12-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-4-de-la-centrale-nucleaire-de,Paluel_4,,104.0
661,661,661,4.0,Paluel,2008-08-29,2008-12-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-42,Paluel_4,,104.0
662,662,662,3.0,Cruas-Meysse,2008-04-04,2008-10-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-323,Cruas-Meysse_3,,201.0
663,663,663,2.0,Cruas-Meysse,2008-08-14,2008-11-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-239,Cruas-Meysse_2,,94.0
664,664,664,2.0,Bugey,2008-10-03,2008-11-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-210,Bugey_2,,49.0
665,665,665,1.0,Fessenheim,2008-08-08,2008-11-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-rechargement-en-combustible-du-Reacteur-n-13,Fessenheim_1,,108.0
666,666,666,1.0,Tricastin,2008-06-15,2008-07-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1110,Tricastin_1,,34.0
667,667,667,3.0,Dampierre-en-Burly,2008-08-22,2008-09-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-356,Dampierre-en-Burly_3,,27.0
668,668,668,4.0,Cattenom,2008-10-10,2008-11-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-412,Cattenom_4,,33.0
669,669,669,3.0,Blayais,2008-08-08,2008-09-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-35,Blayais_3,,51.0
670,670,670,5.0,Bugey,2008-09-12,2008-10-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-55,Bugey_5,,35.0
671,671,671,4.0,Tricastin,2008-07-11,2008-09-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-445,Tricastin_4,,75.0
672,672,672,2.0,Nogent-sur-Seine,2008-06-25,2008-10-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-260,Nogent-sur-Seine_2,,109.0
673,673,673,2.0,Blayais,2008-07-11,2008-08-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-27,Blayais_2,,38.0
674,674,674,4.0,Bugey,2008-07-25,2008-08-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-49,Bugey_4,,33.0
675,675,675,3.0,Chinon,2008-07-25,2007-09-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-316,Chinon_3,03/09/2008,-326.0
676,676,676,1.0,Gravelines,2008-08-14,2008-09-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-146,Gravelines_1,,32.0
677,677,677,5.0,Gravelines,2008-06-20,2008-08-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-511,Gravelines_5,,47.0
678,678,678,5.0,Gravelines,2008-06-20,2008-08-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-512,Gravelines_5,,47.0
679,679,679,2.0,Cattenom,2008-05-16,2008-08-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-2-de-la-centrale-nucleaire-de-Cattenom-Moselle,Cattenom_2,,100.0
680,680,680,1.0,Cruas-Meysse,2008-05-16,2008-07-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-128,Cruas-Meysse_1,,49.0
681,681,681,2.0,Saint-Alban,2008-03-21,2008-08-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-23,Saint-Alban_2,,146.0
682,682,682,3.0,Tricastin,2008-04-24,2008-07-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-334,Tricastin_3,,72.0
683,683,683,1.0,Chinon,2008-06-20,2008-07-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-nettoyage-chimique-des-generateurs-de-vapeur-et2,Chinon_1,,36.0
684,684,684,1.0,Chinon,2008-06-20,2008-07-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-119,Chinon_1,,36.0
685,685,685,4.0,Dampierre-en-Burly,2008-04-25,2008-07-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-remplacement-des-generateurs-de-vapeur-et,Dampierre-en-Burly_4,,97.0
686,686,686,1.0,Flamanville,2008-02-22,2008-07-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-14,Flamanville_1,,139.0
687,687,687,2.0,Paluel,2008-07-20,2008-07-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-du-reacteur-n-23,Paluel_2,,0.0
688,688,688,2.0,Penly,2008-04-25,2008-06-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-du-reacteur-n-22,Penly_2,,41.0
689,689,689,2.0,Paluel,2008-05-30,2008-07-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-du-reacteur-n-22,Paluel_2,,41.0
690,690,690,2.0,Penly,2008-04-25,2008-06-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-du-reacteur-n-2,Penly_2,,41.0
691,691,691,2.0,Civaux,2008-05-30,2008-06-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-228,Civaux_2,,29.0
692,692,692,4.0,Blayais,2008-05-01,2008-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-46,Blayais_4,,33.0
693,693,693,2.0,Gravelines,2008-04-03,2008-06-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-255,Gravelines_2,,60.0
694,694,694,1.0,Saint-Laurent-des-Eaux,2008-05-09,2008-06-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-160,Saint-Laurent-des-Eaux_1,,30.0
695,695,695,1.0,Golfech,2008-04-04,2008-05-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la-centrale-nucleaire-de-Golfech,Golfech_1,,37.0
696,696,696,3.0,Cattenom,2008-04-04,2008-06-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3-de-la-centrale-nucleaire-de-Cattenom,Cattenom_3,,66.0
697,697,697,4.0,Gravelines,2008-06-24,2008-06-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-425,Gravelines_4,,0.0
698,698,698,4.0,Gravelines,2005-07-29,2005-09-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-426,Gravelines_4,,53.0
699,699,699,1.0,Blayais,2008-03-14,2008-05-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-19,Blayais_1,,51.0
700,700,700,1.0,Nogent-sur-Seine,2008-03-21,2008-05-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la-centrale-nucleaire-de-Nogent-sur-Seine-Aube,Nogent-sur-Seine_1,,60.0
701,701,701,1.0,Dampierre-en-Burly,2008-04-11,2008-05-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1108,Dampierre-en-Burly_1,,26.0
702,702,702,3.0,Gravelines,2008-03-07,2008-04-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-328,Gravelines_3,,45.0
703,703,703,4.0,Chinon,2008-07-12,2008-07-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-nettoyage-chimique-des-generateurs-de-vapeur-et,Chinon_4,,16.0
704,704,704,1.0,Civaux,2008-02-29,2008-04-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-122,Civaux_1,,38.0
705,705,705,2.0,Saint-Laurent-des-Eaux,2008-03-07,2008-04-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-272,Saint-Laurent-des-Eaux_2,,36.0
706,706,706,2.0,Dampierre-en-Burly,2008-02-08,2008-03-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2104,Dampierre-en-Burly_2,,46.0
707,707,707,2.0,Chooz,2008-02-15,2008-03-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-224,Chooz_2,,44.0
708,708,708,1.0,Cattenom,2008-02-08,2008-03-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-115,Cattenom_1,,36.0
709,709,709,3.0,Bugey,2007-12-21,2008-02-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-39,Bugey_3,,55.0
710,710,710,2.0,Belleville-sur-Loire,2007-11-30,2008-01-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-en-combustible-du-reacteur-n-2,Belleville-sur-Loire_2,,47.0
711,711,711,1.0,Saint-Alban,2007-03-08,2008-01-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-14,Saint-Alban_1,,322.0
712,712,712,1.0,Paluel,2007-10-12,2008-01-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-du-reacteur-n-1,Paluel_1,,102.0
713,713,713,6.0,Gravelines,2007-08-30,2007-12-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-6,Gravelines_6,,108.0
714,714,714,6.0,Gravelines,2007-08-30,2007-12-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-62,Gravelines_6,,108.0
715,715,715,2.0,Fessenheim,2007-10-05,2007-12-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-n-2-de-la-centrale,Fessenheim_2,,80.0
716,716,716,2.0,Cruas-Meysse,2007-07-13,2007-11-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de2,Cruas-Meysse_2,,131.0
717,717,717,2.0,Chinon,2007-09-21,2007-11-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-en-combustible-du-reacteur-n-22,Chinon_2,,64.0
718,718,718,1.0,Penly,2007-09-28,2007-11-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-152,Penly_1,,59.0
719,719,719,1.0,Penly,2007-09-28,2007-11-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-155,Penly_1,,59.0
720,720,720,2.0,Blayais,2007-07-06,2007-09-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-227,Blayais_2,,86.0
721,721,721,2.0,Saint-Laurent-des-Eaux,2006-03-29,2006-04-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-275,Saint-Laurent-des-Eaux_2,,3.0
722,722,722,3.0,Paluel,2007-03-23,2007-10-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-3,Paluel_3,,208.0
723,723,723,3.0,Blayais,2007-09-07,2007-10-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-36,Blayais_3,,25.0
724,724,724,3.0,Tricastin,2007-04-28,2007-05-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-335,Tricastin_3,,28.0
725,725,725,1.0,Cruas-Meysse,2007-04-27,2007-09-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-127,Cruas-Meysse_1,,135.0
726,726,726,1.0,Cruas-Meysse,2007-04-27,2007-09-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-129,Cruas-Meysse_1,,135.0
727,727,727,3.0,Dampierre-en-Burly,2007-08-10,2007-10-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-355,Dampierre-en-Burly_3,,52.0
728,728,728,3.0,Chinon,2007-08-10,2007-10-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-314,Chinon_3,,57.0
729,729,729,3.0,Cruas-Meysse,2007-06-15,2007-09-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-322,Cruas-Meysse_3,,86.0
730,730,730,4.0,Paluel,2007-07-13,2007-09-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-du-reacteur-n-4,Paluel_4,,77.0
731,731,731,2.0,Civaux,2007-06-08,2007-08-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-231,Civaux_2,,57.0
732,732,732,2.0,Bugey,2007-08-10,2007-09-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-211,Bugey_2,,34.0
733,733,733,1.0,Chinon,2007-05-18,2007-08-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-remplacement-des-generateurs-de-vapeur-et-rechargement-en-combustible-du-reacteur-n-1,Chinon_1,,93.0
734,734,734,4.0,Tricastin,2007-07-20,2007-08-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-450,Tricastin_4,,29.0
735,735,735,5.0,Bugey,2007-06-08,2007-08-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-53,Bugey_5,,65.0
736,736,736,4.0,Gravelines,2007-06-22,2007-08-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-4-de4,Gravelines_4,,55.0
737,737,737,1.0,Belleville-sur-Loire,2007-06-22,2007-08-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-13,Belleville-sur-Loire_1,,56.0
738,738,738,1.0,Fessenheim,2007-05-04,2007-08-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-rechargement-en-combustible-du-reacteur-n-12,Fessenheim_1,,94.0
739,739,739,1.0,Saint-Laurent-des-Eaux,2007-05-18,2007-07-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-162,Saint-Laurent-des-Eaux_1,,49.0
740,740,740,4.0,Cattenom,2007-05-11,2007-07-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible,Cattenom_4,,71.0
741,741,741,5.0,Gravelines,2007-07-06,2007-07-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-59,Gravelines_5,,23.0
742,742,742,4.0,Chinon,2007-04-23,2007-05-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-4-de-la,Chinon_4,,38.0
743,743,743,4.0,Bugey,2006-12-22,2007-06-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-48,Bugey_4,,185.0
744,744,744,4.0,Dampierre-en-Burly,2007-07-08,2007-07-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-reacteur-n-4,Dampierre-en-Burly_4,,0.0
745,745,745,1.0,Dampierre-en-Burly,2007-04-06,2007-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la,Dampierre-en-Burly_1,,58.0
746,746,746,1.0,Blayais,2007-04-13,2007-05-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-17,Blayais_1,,30.0
747,747,747,2.0,Golfech,2007-05-04,2007-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de3,Golfech_2,,30.0
748,748,748,1.0,Civaux,2007-03-09,2007-05-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la-centrale-nucleaire-de-Civaux-Vienne,Civaux_1,,55.0
749,749,749,2.0,Chooz,2007-03-30,2007-05-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-226,Chooz_2,,38.0
